hotelName,url,coordinates,score,description,longitude,latitude,City,PopAvg5d,TempAvg5d
Résidence Odalys Fleur de Sel,https://www.booking.com/hotel/fr/residence-odalys-fleur-de-sel.fr.html?label=gen173nr-1DCAQoggJCE3NlYXJjaF9haWd1ZXNtb3J0ZXNIDVgEaBWIAQGYAQ24ARjIAQ3YAQPoAQH4AQOIAgGoAgS4AtrSp4oGwAIB0gIkY2FhOTc2NWQtZTViZS00ODY4LWE5MzItYTJiZWI1OTUzMTNj2AIE4AIB&sid=79a5d37a5f48705ef1767d06787a201a&dest_id=-1406800&dest_type=city&group_adults=2&group_children=0&hapos=1&hpos=1&no_rooms=1&sr_order=popularity&srepoch=1632233818&srpvid=7ae4646d3c62001b&ucfs=1&from=searchresults;highlight_room=#hotelTmpl,"4.179246,43.574094"," 8,4 ","Situé à Aigues-Mortes, à 5 minutes à pied du centre-ville historique, l'établissement Résidence Odalys Fleur de Sel dispose d'une piscine extérieure chauffée ouverte en saison. ",4.179246,43.574094,Aigues Mortes,0.15,29.41
Hotel Canal Aigues Mortes,https://www.booking.com/hotel/fr/canal-aigues-mortes.fr.html?label=gen173nr-1DCAQoggJCE3NlYXJjaF9haWd1ZXNtb3J0ZXNIDVgEaBWIAQGYAQ24ARjIAQ3YAQPoAQH4AQOIAgGoAgS4AtrSp4oGwAIB0gIkY2FhOTc2NWQtZTViZS00ODY4LWE5MzItYTJiZWI1OTUzMTNj2AIE4AIB&sid=79a5d37a5f48705ef1767d06787a201a&dest_id=-1406800&dest_type=city&group_adults=2&group_children=0&hapos=2&hpos=2&no_rooms=1&sr_order=popularity&srepoch=1632233818&srpvid=7ae4646d3c62001b&ucfs=1&from=searchresults;highlight_room=#hotelTmpl,"4.19482469558716,43.5729875200846"," 8,7 ","L’hôtel Canal Aigues Mortes vous accueille sur les rives du canal, à 5 minutes à pied de la ville fortifiée. Vous pourrez profiter d’une vue sur le canal depuis sa terrasse panoramique et sa piscine. ",4.19482469558716,43.5729875200846,Aigues Mortes,0.15,29.41
Maison des Croisades,https://www.booking.com/hotel/fr/des-croisades.fr.html?label=gen173nr-1DCAQoggJCE3NlYXJjaF9haWd1ZXNtb3J0ZXNIDVgEaBWIAQGYAQ24ARjIAQ3YAQPoAQH4AQOIAgGoAgS4AtrSp4oGwAIB0gIkY2FhOTc2NWQtZTViZS00ODY4LWE5MzItYTJiZWI1OTUzMTNj2AIE4AIB&sid=79a5d37a5f48705ef1767d06787a201a&dest_id=-1406800&dest_type=city&group_adults=2&group_children=0&hapos=3&hpos=3&no_rooms=1&sr_order=popularity&srepoch=1632233818&srpvid=7ae4646d3c62001b&ucfs=1&from=searchresults;highlight_room=#hotelTmpl,"4.18829819999996,43.5689974"," 8,9 ","Située à Aigues-Mortes, la Maison des Croisades propose un service de location de vélos et un jardin. Il dispose d'une connexion Wi-Fi gratuite et d'une terrasse. ",4.18829819999996,43.5689974,Aigues Mortes,0.15,29.41
Hôtel Le Médiéval,https://www.booking.com/hotel/fr/le-medieval.fr.html?label=gen173nr-1DCAQoggJCE3NlYXJjaF9haWd1ZXNtb3J0ZXNIDVgEaBWIAQGYAQ24ARjIAQ3YAQPoAQH4AQOIAgGoAgS4AtrSp4oGwAIB0gIkY2FhOTc2NWQtZTViZS00ODY4LWE5MzItYTJiZWI1OTUzMTNj2AIE4AIB&sid=79a5d37a5f48705ef1767d06787a201a&dest_id=-1406800&dest_type=city&group_adults=2&group_children=0&hapos=4&hpos=4&no_rooms=1&sr_order=popularity&srepoch=1632233818&srpvid=7ae4646d3c62001b&ucfs=1&from=searchresults;highlight_room=#hotelTmpl,"4.19366168974193,43.5718662531651"," 7,4 ","L'Hôtel Le Médiéval est situé sur les rives du canal d'Aigues-Mortes, à 30 km de Montpellier. ",4.19366168974193,43.5718662531651,Aigues Mortes,0.15,29.41
Hôtel Saint Louis,https://www.booking.com/hotel/fr/saint-louis-aigues-mortes.fr.html?label=gen173nr-1DCAQoggJCE3NlYXJjaF9haWd1ZXNtb3J0ZXNIDVgEaBWIAQGYAQ24ARjIAQ3YAQPoAQH4AQOIAgGoAgS4AtrSp4oGwAIB0gIkY2FhOTc2NWQtZTViZS00ODY4LWE5MzItYTJiZWI1OTUzMTNj2AIE4AIB&sid=79a5d37a5f48705ef1767d06787a201a&dest_id=-1406800&dest_type=city&group_adults=2&group_children=0&hapos=5&hpos=5&no_rooms=1&sr_order=popularity&srepoch=1632233818&srpvid=7ae4646d3c62001b&ucfs=1&from=searchresults;highlight_room=#hotelTmpl,"4.18934360146523,43.5672196715711"," 8,5 ","Doté d’un spa et d’un restaurant, l’Hôtel Saint Louis propose des hébergements climatisés dans le centre historique d'Aigues-Mortes, à 190 mètres de la tour de Constance. ",4.18934360146523,43.5672196715711,Aigues Mortes,0.15,29.41
Résidence Odalys Le Mas des Flamants,https://www.booking.com/hotel/fr/residence-le-mas-des-flamants.fr.html?label=gen173nr-1DCAQoggJCE3NlYXJjaF9haWd1ZXNtb3J0ZXNIDVgEaBWIAQGYAQ24ARjIAQ3YAQPoAQH4AQOIAgGoAgS4AtrSp4oGwAIB0gIkY2FhOTc2NWQtZTViZS00ODY4LWE5MzItYTJiZWI1OTUzMTNj2AIE4AIB&sid=79a5d37a5f48705ef1767d06787a201a&dest_id=-1406800&dest_type=city&group_adults=2&group_children=0&hapos=6&hpos=6&no_rooms=1&sr_order=popularity&srepoch=1632233818&srpvid=7ae4646d3c62001b&ucfs=1&from=searchresults;highlight_room=#hotelTmpl,"4.18062186221505,43.5737943531084"," 8,0 ","Située à l'extérieur des fortifications d'Aigues-Mortes, sur les rives du Vidourle, la Résidence Odalys Le Mas des Flamants possède une piscine et des pataugeoires. ",4.18062186221505,43.5737943531084,Aigues Mortes,0.15,29.41
Ô 36 Rempart Sud B&B,https://www.booking.com/hotel/fr/o-36-rempart-sud.fr.html?label=gen173nr-1DCAQoggJCE3NlYXJjaF9haWd1ZXNtb3J0ZXNIDVgEaBWIAQGYAQ24ARjIAQ3YAQPoAQH4AQOIAgGoAgS4AtrSp4oGwAIB0gIkY2FhOTc2NWQtZTViZS00ODY4LWE5MzItYTJiZWI1OTUzMTNj2AIE4AIB&sid=79a5d37a5f48705ef1767d06787a201a&dest_id=-1406800&dest_type=city&group_adults=2&group_children=0&hapos=7&hpos=7&no_rooms=1&sr_order=popularity&srepoch=1632233818&srpvid=7ae4646d3c62001b&ucfs=1&from=searchresults;highlight_room=#hotelTmpl,"4.188757,43.565764"," 9,5 ","Situé à Aigues-Mortes, à 44 km de Nîmes, l'Ô 36 Rempart Sud B&B dispose d'une terrasse et d'une connexion Wi-Fi gratuite. ",4.188757,43.565764,Aigues Mortes,0.15,29.41
Mas de la Montille,https://www.booking.com/hotel/fr/mas-de-la-montille.fr.html?label=gen173nr-1DCAQoggJCE3NlYXJjaF9haWd1ZXNtb3J0ZXNIDVgEaBWIAQGYAQ24ARjIAQ3YAQPoAQH4AQOIAgGoAgS4AtrSp4oGwAIB0gIkY2FhOTc2NWQtZTViZS00ODY4LWE5MzItYTJiZWI1OTUzMTNj2AIE4AIB&sid=79a5d37a5f48705ef1767d06787a201a&dest_id=-1406800&dest_type=city&group_adults=2&group_children=0&hapos=8&hpos=8&no_rooms=1&sr_order=popularity&srepoch=1632233818&srpvid=7ae4646d3c62001b&ucfs=1&from=searchresults;highlight_room=#hotelTmpl,"4.2392098903656,43.5838648630342"," 9,1 ","Le Mas de la Montille est situé à Aigues-Mortes, à 10 km de la plage de l'Espiguette. Il possède une piscine ouverte en saison et un jardin avec verger. ",4.2392098903656,43.5838648630342,Aigues Mortes,0.15,29.41
B&B La Terre Brûlée,https://www.booking.com/hotel/fr/b-amp-b-la-terre-brulee.fr.html?label=gen173nr-1DCAQoggJCE3NlYXJjaF9haWd1ZXNtb3J0ZXNIDVgEaBWIAQGYAQ24ARjIAQ3YAQPoAQH4AQOIAgGoAgS4AtrSp4oGwAIB0gIkY2FhOTc2NWQtZTViZS00ODY4LWE5MzItYTJiZWI1OTUzMTNj2AIE4AIB&sid=79a5d37a5f48705ef1767d06787a201a&dest_id=-1406800&dest_type=city&group_adults=2&group_children=0&hapos=9&hpos=9&no_rooms=1&sr_order=popularity&srepoch=1632233818&srpvid=7ae4646d3c62001b&ucfs=1&from=searchresults;highlight_room=#hotelTmpl,"4.20767969391784,43.5619761165655"," 9,3 ","Situé à Aigues-Mortes, à 45 km de Nîmes, le B&B La Terre Brûlée dispose d'une piscine extérieure ouverte en saison et d'une connexion Wi-Fi gratuite. ",4.20767969391784,43.5619761165655,Aigues Mortes,0.15,29.41
Les suites du 17,https://www.booking.com/hotel/fr/les-suites-du-17.fr.html?label=gen173nr-1DCAQoggJCE3NlYXJjaF9haWd1ZXNtb3J0ZXNIDVgEaBWIAQGYAQ24ARjIAQ3YAQPoAQH4AQOIAgGoAgS4AtrSp4oGwAIB0gIkY2FhOTc2NWQtZTViZS00ODY4LWE5MzItYTJiZWI1OTUzMTNj2AIE4AIB&sid=79a5d37a5f48705ef1767d06787a201a&dest_id=-1406800&dest_type=city&group_adults=2&group_children=0&hapos=10&hpos=10&no_rooms=1&sr_order=popularity&srepoch=1632233818&srpvid=7ae4646d3c62001b&ucfs=1&from=searchresults;highlight_room=#hotelTmpl,"4.191121,43.566227"," 9,1 ","Situé à Aigues-Mortes, l'établissement Les suites du 17 Il propose un jardin, une terrasse et une connexion Wi-Fi gratuite dans l'ensemble de ses locaux. Chaque chambre est dotée d'une terrasse. ",4.191121,43.566227,Aigues Mortes,0.15,29.41
La Villa Mazarin,https://www.booking.com/hotel/fr/la-villa-mazarin.fr.html?label=gen173nr-1DCAQoggJCE3NlYXJjaF9haWd1ZXNtb3J0ZXNIDVgEaBWIAQGYAQ24ARjIAQ3YAQPoAQH4AQOIAgGoAgS4AtrSp4oGwAIB0gIkY2FhOTc2NWQtZTViZS00ODY4LWE5MzItYTJiZWI1OTUzMTNj2AIE4AIB&sid=79a5d37a5f48705ef1767d06787a201a&dest_id=-1406800&dest_type=city&group_adults=2&group_children=0&hapos=11&hpos=11&no_rooms=1&sr_order=popularity&srepoch=1632233818&srpvid=7ae4646d3c62001b&ucfs=1&from=searchresults;highlight_room=#hotelTmpl,"4.19175195684147,43.564986619645"," 9,1 ",La Villa Mazarin est construite dans un bâtiment datant du XVème siècle situé dans la ville fortifiée d'Aigues-Mortes et propose une terrasse ainsi qu'un bar. ,4.19175195684147,43.564986619645,Aigues Mortes,0.15,29.41
La Maison de la Viguerie,https://www.booking.com/hotel/fr/la-maison-de-la-viguerie.fr.html?label=gen173nr-1DCAQoggJCE3NlYXJjaF9haWd1ZXNtb3J0ZXNIDVgEaBWIAQGYAQ24ARjIAQ3YAQPoAQH4AQOIAgGoAgS4AtrSp4oGwAIB0gIkY2FhOTc2NWQtZTViZS00ODY4LWE5MzItYTJiZWI1OTUzMTNj2AIE4AIB&sid=79a5d37a5f48705ef1767d06787a201a&dest_id=-1406800&dest_type=city&group_adults=2&group_children=0&hapos=12&hpos=12&no_rooms=1&sr_order=popularity&srepoch=1632233818&srpvid=7ae4646d3c62001b&ucfs=1&from=searchresults;highlight_room=#hotelTmpl,"4.19294835767209,43.5658996782346"," 9,5 ","Situé à l'intérieur des remparts médiévaux d'Aigues-Mortes, à 26 km de Montpellier, La Maison de la Viguerie dispose d'une terrasse bien exposée et offre une vue sur le jardin. ",4.19294835767209,43.5658996782346,Aigues Mortes,0.15,29.41
Locations Soleil d'Aigues Mortes,https://www.booking.com/hotel/fr/locations-soleil-d-39-aigues-mortes.fr.html?label=gen173nr-1DCAQoggJCE3NlYXJjaF9haWd1ZXNtb3J0ZXNIDVgEaBWIAQGYAQ24ARjIAQ3YAQPoAQH4AQOIAgGoAgS4AtrSp4oGwAIB0gIkY2FhOTc2NWQtZTViZS00ODY4LWE5MzItYTJiZWI1OTUzMTNj2AIE4AIB&sid=79a5d37a5f48705ef1767d06787a201a&dest_id=-1406800&dest_type=city&group_adults=2&group_children=0&hapos=13&hpos=13&no_rooms=1&sr_order=popularity&srepoch=1632233818&srpvid=7ae4646d3c62001b&ucfs=1&from=searchresults;highlight_room=#hotelTmpl,"4.19135481121884,43.5671265970107"," 9,3 ",L'établissement Locations Soleil d'Aigues Mortes propose un hébergement indépendant doté d'une connexion Wi-Fi gratuite. ,4.19135481121884,43.5671265970107,Aigues Mortes,0.15,29.41
La Paloma,https://www.booking.com/hotel/fr/la-paloma-aigues-mortes.fr.html?label=gen173nr-1DCAQoggJCE3NlYXJjaF9haWd1ZXNtb3J0ZXNIDVgEaBWIAQGYAQ24ARjIAQ3YAQPoAQH4AQOIAgGoAgS4AtrSp4oGwAIB0gIkY2FhOTc2NWQtZTViZS00ODY4LWE5MzItYTJiZWI1OTUzMTNj2AIE4AIB&sid=79a5d37a5f48705ef1767d06787a201a&dest_id=-1406800&dest_type=city&group_adults=2&group_children=0&hapos=14&hpos=14&no_rooms=1&sr_order=popularity&srepoch=1632233818&srpvid=7ae4646d3c62001b&ucfs=1&from=searchresults;highlight_room=#hotelTmpl,"4.18717779682004,43.5700600789149"," 9,4 ",L'établissement La Paloma est situé à Aigues-Mortes. Cet hébergement climatisé se trouve à 44 km de Nîmes. Vous bénéficierez gratuitement d'une connexion Wi-Fi et d'un parking privé sur place. ,4.18717779682004,43.5700600789149,Aigues Mortes,0.15,29.41
Boutique Hôtel des Remparts & Spa,https://www.booking.com/hotel/fr/les-remparts-aigues-mortes.fr.html?label=gen173nr-1DCAQoggJCE3NlYXJjaF9haWd1ZXNtb3J0ZXNIDVgEaBWIAQGYAQ24ARjIAQ3YAQPoAQH4AQOIAgGoAgS4AtrSp4oGwAIB0gIkY2FhOTc2NWQtZTViZS00ODY4LWE5MzItYTJiZWI1OTUzMTNj2AIE4AIB&sid=79a5d37a5f48705ef1767d06787a201a&dest_id=-1406800&dest_type=city&group_adults=2&group_children=0&hapos=15&hpos=15&no_rooms=1&sr_order=popularity&srepoch=1632233818&srpvid=7ae4646d3c62001b&ucfs=1&from=searchresults;highlight_room=#hotelTmpl,"4.19034379719051,43.5680355214187"," 9,6 ","Aménagé dans une ancienne base militaire datant du XVIIIe siècle, au sein des remparts médiévaux d'Aigues-Mortes, le Boutique Hôtel des Remparts & Spa est un établissement raffiné, doté d'un bar et...",4.19034379719051,43.5680355214187,Aigues Mortes,0.15,29.41
La Maison dans les remparts,https://www.booking.com/hotel/fr/la-maison-dans-les-remparts.fr.html?label=gen173nr-1DCAQoggJCE3NlYXJjaF9haWd1ZXNtb3J0ZXNIDVgEaBWIAQGYAQ24ARjIAQ3YAQPoAQH4AQOIAgGoAgS4AtrSp4oGwAIB0gIkY2FhOTc2NWQtZTViZS00ODY4LWE5MzItYTJiZWI1OTUzMTNj2AIE4AIB&sid=79a5d37a5f48705ef1767d06787a201a&dest_id=-1406800&dest_type=city&group_adults=2&group_children=0&hapos=16&hpos=16&no_rooms=1&sr_order=popularity&srepoch=1632233818&srpvid=7ae4646d3c62001b&ucfs=1&from=searchresults;highlight_room=#hotelTmpl,"4.1921052134918,43.566770791077"," 8,5 ","Doté d'un restaurant et d'une terrasse, l'établissement La Maison dans les remparts est situé dans le quartier médiéval d'Aigues-Mortes. ",4.1921052134918,43.566770791077,Aigues Mortes,0.15,29.41
Noemys Aigues-Mortes - ex Mona Lisa Royal Hôtel,https://www.booking.com/hotel/fr/le-royal-hotel-aigues-mortes.fr.html?label=gen173nr-1DCAQoggJCE3NlYXJjaF9haWd1ZXNtb3J0ZXNIDVgEaBWIAQGYAQ24ARjIAQ3YAQPoAQH4AQOIAgGoAgS4AtrSp4oGwAIB0gIkY2FhOTc2NWQtZTViZS00ODY4LWE5MzItYTJiZWI1OTUzMTNj2AIE4AIB&sid=79a5d37a5f48705ef1767d06787a201a&dest_id=-1406800&dest_type=city&group_adults=2&group_children=0&hapos=17&hpos=17&no_rooms=1&sr_order=popularity&srepoch=1632233818&srpvid=7ae4646d3c62001b&ucfs=1&from=searchresults;highlight_room=#hotelTmpl,"4.19781804084778,43.5763958878737"," 7,0 ","Doté d'une connexion Wi-Fi gratuite et d'une piscine extérieure ouverte en été, l'établissement Noemys Aigues-Mortes - ex Mona Lisa Royal Hôtel se trouve à Aigues-Mortes, à 15 minutes de route du parc...",4.19781804084778,43.5763958878737,Aigues Mortes,0.15,29.41
le dit vin secret,https://www.booking.com/hotel/fr/le-dit-vin-secret.fr.html?label=gen173nr-1DCAQoggJCE3NlYXJjaF9haWd1ZXNtb3J0ZXNIDVgEaBWIAQGYAQ24ARjIAQ3YAQPoAQH4AQOIAgGoAgS4AtrSp4oGwAIB0gIkY2FhOTc2NWQtZTViZS00ODY4LWE5MzItYTJiZWI1OTUzMTNj2AIE4AIB&sid=79a5d37a5f48705ef1767d06787a201a&dest_id=-1406800&dest_type=city&group_adults=2&group_children=0&hapos=18&hpos=18&no_rooms=1&sr_order=popularity&srepoch=1632233818&srpvid=7ae4646d3c62001b&ucfs=1&from=searchresults;highlight_room=#hotelTmpl,"4.189113,43.566769"," 9,1 ","Situé à Aigues-Mortes, à 44 km de Nîmes, l'établissement le dit vin secret propose un restaurant et une connexion Wi-Fi gratuite. ",4.189113,43.566769,Aigues Mortes,0.15,29.41
Le Mas Des Sables,https://www.booking.com/hotel/fr/le-mas-des-sables-aigues-mortes.fr.html?label=gen173nr-1DCAQoggJCE3NlYXJjaF9haWd1ZXNtb3J0ZXNIDVgEaBWIAQGYAQ24ARjIAQ3YAQPoAQH4AQOIAgGoAgS4AtrSp4oGwAIB0gIkY2FhOTc2NWQtZTViZS00ODY4LWE5MzItYTJiZWI1OTUzMTNj2AIE4AIB&sid=79a5d37a5f48705ef1767d06787a201a&dest_id=-1406800&dest_type=city&group_adults=2&group_children=0&hapos=19&hpos=19&no_rooms=1&sr_order=popularity&srepoch=1632233818&srpvid=7ae4646d3c62001b&ucfs=1&from=searchresults;highlight_room=#hotelTmpl,"4.19745116071317,43.5860602544073"," 7,8 ","Entouré par 8 hectares de jardins propices à la détente, Le Mas des Sables se situe à Aigues-Mortes, en Camargue, à 28 km des Saintes-Maries-de-la-Mer. ",4.19745116071317,43.5860602544073,Aigues Mortes,0.15,29.41
Mas en Camargue,https://www.booking.com/hotel/fr/mas-en-camargue-aigues-mortes1.fr.html?label=gen173nr-1DCAQoggJCE3NlYXJjaF9haWd1ZXNtb3J0ZXNIDVgEaBWIAQGYAQ24ARjIAQ3YAQPoAQH4AQOIAgGoAgS4AtrSp4oGwAIB0gIkY2FhOTc2NWQtZTViZS00ODY4LWE5MzItYTJiZWI1OTUzMTNj2AIE4AIB&sid=79a5d37a5f48705ef1767d06787a201a&dest_id=-1406800&dest_type=city&group_adults=2&group_children=0&hapos=20&hpos=20&no_rooms=1&sr_order=popularity&srepoch=1632233818&srpvid=7ae4646d3c62001b&ucfs=1&from=searchresults;highlight_room=#hotelTmpl,"4.2104581,43.554401",,"Situated in Aigues-Mortes in the Languedoc-Roussillon region, Mas en Camargue has a garden. The property is 34 km from Nîmes and free private parking is available. ",4.2104581,43.554401,Aigues Mortes,0.15,29.41
LES MANADES d'Aigues Mortes,https://www.booking.com/hotel/fr/les-manades-d-aigues-mortes.fr.html?label=gen173nr-1DCAQoggJCE3NlYXJjaF9haWd1ZXNtb3J0ZXNIDVgEaBWIAQGYAQ24ARjIAQ3YAQPoAQH4AQOIAgGoAgS4AtrSp4oGwAIB0gIkY2FhOTc2NWQtZTViZS00ODY4LWE5MzItYTJiZWI1OTUzMTNj2AIE4AIB&sid=79a5d37a5f48705ef1767d06787a201a&dest_id=-1406800&dest_type=city&group_adults=2&group_children=0&hapos=21&hpos=21&no_rooms=1&sr_order=popularity&srepoch=1632233818&srpvid=7ae4646d3c62001b&ucfs=1&from=searchresults;highlight_room=#hotelTmpl,"4.1911494,43.5701018",,"Situated in Aigues-Mortes in the Languedoc-Roussillon region, LES MANADES d'Aigues Mortes has a balcony and city views. The property is 33 km from Nîmes, and complimentary private parking is...",4.1911494,43.5701018,Aigues Mortes,0.15,29.41
Studette 200m des remparts,https://www.booking.com/hotel/fr/studette-200m-des-remparts.fr.html?label=gen173nr-1DCAQoggJCE3NlYXJjaF9haWd1ZXNtb3J0ZXNIDVgEaBWIAQGYAQ24ARjIAQ3YAQPoAQH4AQOIAgGoAgS4AtrSp4oGwAIB0gIkY2FhOTc2NWQtZTViZS00ODY4LWE5MzItYTJiZWI1OTUzMTNj2AIE4AIB&sid=79a5d37a5f48705ef1767d06787a201a&dest_id=-1406800&dest_type=city&group_adults=2&group_children=0&hapos=22&hpos=22&no_rooms=1&sr_order=popularity&srepoch=1632233818&srpvid=7ae4646d3c62001b&ucfs=1&from=searchresults;highlight_room=#hotelTmpl,"4.190644386508,43.569831430731"," 7,8 ",La Studette 200m des remparts est située à Aigues-Mortes. Vous séjournerez à 33 km de Nîmes. ,4.190644386508,43.569831430731,Aigues Mortes,0.15,29.41
Bel Appartement Terrasse 4 Étoiles Intra Muros,https://www.booking.com/hotel/fr/bel-appartement-terrasse-intra-muros.fr.html?label=gen173nr-1DCAQoggJCE3NlYXJjaF9haWd1ZXNtb3J0ZXNIDVgEaBWIAQGYAQ24ARjIAQ3YAQPoAQH4AQOIAgGoAgS4AtrSp4oGwAIB0gIkY2FhOTc2NWQtZTViZS00ODY4LWE5MzItYTJiZWI1OTUzMTNj2AIE4AIB&sid=79a5d37a5f48705ef1767d06787a201a&dest_id=-1406800&dest_type=city&group_adults=2&group_children=0&hapos=23&hpos=23&no_rooms=1&sr_order=popularity&srepoch=1632233818&srpvid=7ae4646d3c62001b&ucfs=1&from=searchresults;highlight_room=#hotelTmpl,"4.19134417116433,43.5671867659993"," 9,3 ","Situé à Aigues-Mortes, en Occitanie, le Bel Appartement Terrasse 4 Étoiles Intra Muros dispose d'une terrasse et offre une vue sur le jardin. Cet hébergement climatisé se trouve à 33 km de Nîmes. ",4.19134417116433,43.5671867659993,Aigues Mortes,0.15,29.41
"Hôtel-Restaurant ""Chez Carrière""",https://www.booking.com/hotel/fr/restaurant-quot-chez-carriere-quot.fr.html?label=gen173nr-1DCAQoggJCE3NlYXJjaF9haWd1ZXNtb3J0ZXNIDVgEaBWIAQGYAQ24ARjIAQ3YAQPoAQH4AQOIAgGoAgS4AtrSp4oGwAIB0gIkY2FhOTc2NWQtZTViZS00ODY4LWE5MzItYTJiZWI1OTUzMTNj2AIE4AIB&sid=79a5d37a5f48705ef1767d06787a201a&dest_id=-1406800&dest_type=city&group_adults=2&group_children=0&hapos=24&hpos=24&no_rooms=1&sr_order=popularity&srepoch=1632233818&srpvid=7ae4646d3c62001b&ucfs=1&from=searchresults;highlight_room=#hotelTmpl,"4.19115815214957,43.5665135088533"," 8,9 ","Situé à Aigues-Mortes, dans le quartier médiéval, l'Hôtel-Restaurant « Chez Carrière » possède une connexion Wi-Fi gratuite et une terrasse. ",4.19115815214957,43.5665135088533,Aigues Mortes,0.15,29.41
Three-Bedroom Holiday home Aigues-Mortes 0 05,https://www.booking.com/hotel/fr/three-bedroom-holiday-home-aigues-mortes-0-05.fr.html?label=gen173nr-1DCAQoggJCE3NlYXJjaF9haWd1ZXNtb3J0ZXNIDVgEaBWIAQGYAQ24ARjIAQ3YAQPoAQH4AQOIAgGoAgS4AtrSp4oGwAIB0gIkY2FhOTc2NWQtZTViZS00ODY4LWE5MzItYTJiZWI1OTUzMTNj2AIE4AIB&sid=79a5d37a5f48705ef1767d06787a201a&dest_id=-1406800&dest_type=city&group_adults=2&group_children=0&hapos=25&hpos=25&no_rooms=1&sr_order=popularity&srepoch=1632233818&srpvid=7ae4646d3c62001b&ucfs=1&from=searchresults;highlight_room=#hotelTmpl,"4.18694,43.573889"," 9,6 ",Le Three-Bedroom Holiday home Aigues-Mortes 0 05 est situé à Aigues-Mortes. Cet hébergement climatisé se trouve à 44 km de Nîmes. ,4.18694,43.573889,Aigues Mortes,0.15,29.41
Séjours & Affaires Aix-en-Provence Mirabeau,https://www.booking.com/hotel/fr/residence-mirabeau.fr.html?label=gen173nr-1DCAQoggJCFHNlYXJjaF9haXhlbnByb3ZlbmNlSA1YBGgViAEBmAENuAEYyAEN2AED6AEB-AEDiAIBqAIEuALa0qeKBsACAdICJDAzY2YxMmY2LTQyOWItNGI1Yi1iNTNiLTQzZTViZDgyZTBkYdgCBOACAQ&sid=fb4290da9a336872fa3252e61689f216&dest_id=-1406939&dest_type=city&group_adults=2&group_children=0&hapos=1&hpos=1&no_rooms=1&sr_order=popularity&srepoch=1632233818&srpvid=8d11646d035101be&ucfs=1&from=searchresults;highlight_room=#hotelTmpl,"5.44126600027084,43.5252407811275"," 8,2 ","Cette résidence Séjours & Affaires est située à Aix-en-Provence, à proximité du cours Mirabeau. Elle propose des studios meublés et une connexion Wi-Fi gratuite. ",5.44126600027084,43.5252407811275,Aix en Provence,0.16,29.55
Hôtel Vendôme,https://www.booking.com/hotel/fr/ha-tel-vendome.fr.html?label=gen173nr-1DCAQoggJCFHNlYXJjaF9haXhlbnByb3ZlbmNlSA1YBGgViAEBmAENuAEYyAEN2AED6AEB-AEDiAIBqAIEuALa0qeKBsACAdICJDAzY2YxMmY2LTQyOWItNGI1Yi1iNTNiLTQzZTViZDgyZTBkYdgCBOACAQ&sid=fb4290da9a336872fa3252e61689f216&dest_id=-1406939&dest_type=city&group_adults=2&group_children=0&hapos=2&hpos=2&no_rooms=1&sr_order=popularity&srepoch=1632233818&srpvid=8d11646d035101be&ucfs=1&from=searchresults;highlight_room=#hotelTmpl,"5.43827533721924,43.5289120479536"," 8,0 ","Situé à deux pas du centre historique d'Aix-en-Provence et du magnifique Pavillon de Vendôme, cet hôtel propose des chambres insonorisées, climatisées et équipées d'une télévision à écran plat avec...",5.43827533721924,43.5289120479536,Aix en Provence,0.16,29.55
Hôtel Le Mozart,https://www.booking.com/hotel/fr/le-mozart.fr.html?label=gen173nr-1DCAQoggJCFHNlYXJjaF9haXhlbnByb3ZlbmNlSA1YBGgViAEBmAENuAEYyAEN2AED6AEB-AEDiAIBqAIEuALa0qeKBsACAdICJDAzY2YxMmY2LTQyOWItNGI1Yi1iNTNiLTQzZTViZDgyZTBkYdgCBOACAQ&sid=fb4290da9a336872fa3252e61689f216&dest_id=-1406939&dest_type=city&group_adults=2&group_children=0&hapos=3&hpos=3&no_rooms=1&sr_order=popularity&srepoch=1632233818&srpvid=8d11646d035101be&ucfs=1&from=searchresults;highlight_room=#hotelTmpl,"5.45787155628204,43.5219176232722"," 8,6 ","Situé à 500 mètres du musée Granet, l'Hôtel Le Mozart propose des chambres climatisées avec connexion Wi-Fi gratuite. Il est facilement accessible depuis l'autoroute A8, à 3 minutes de route. ",5.45787155628204,43.5219176232722,Aix en Provence,0.16,29.55
Le Concorde,https://www.booking.com/hotel/fr/le-concorde-sarl-aix-en-provence.fr.html?label=gen173nr-1DCAQoggJCFHNlYXJjaF9haXhlbnByb3ZlbmNlSA1YBGgViAEBmAENuAEYyAEN2AED6AEB-AEDiAIBqAIEuALa0qeKBsACAdICJDAzY2YxMmY2LTQyOWItNGI1Yi1iNTNiLTQzZTViZDgyZTBkYdgCBOACAQ&sid=fb4290da9a336872fa3252e61689f216&dest_id=-1406939&dest_type=city&group_adults=2&group_children=0&hapos=4&hpos=4&no_rooms=1&sr_order=popularity&srepoch=1632233818&srpvid=8d11646d035101be&ucfs=1&from=searchresults;highlight_room=#hotelTmpl,"5.45375436544418,43.5246122210145"," 8,1 ","Le Concorde est idéalement situé dans le centre d’Aix-en-Provence, à seulement 5 minutes à pied du célèbre cours Mirabeau et à proximité du musée Granet. Cet établissement possède un jardin fleuri. ",5.45375436544418,43.5246122210145,Aix en Provence,0.16,29.55
